2363.25       4.50901       4.50901       2318          76.7243       76.7243       
2349.53       4.53202       4.53202       2297.8        79.1462       79.1462       
2325.73       4.48516       4.48516       2325.41       73.9039       73.9039       
2367.14       4.9463        4.9463        2326.34       87.6231       87.6231       
2345.3        4.42559       4.42559       2309.14       75.1823       75.1823       
2350.24       4.54474       4.54474       2296.04       77.3437       77.3437       
2326.49       4.48501       4.48501       2346.04       75.5553       75.5553       
2328.51       4.28819       4.28819       2296.56       70.9677       70.9677       
2333.59       4.47974       4.47974       2320.21       77.8587       77.8587       
2362.18       4.53736       4.53736       2327.04       79.0604       79.0604       
2409.19       4.6456        4.6456        2343.82       79.6901       79.6901       
2378.47       4.73523       4.73523       2359.25       79.2092       79.2092       
2377.97       4.35205       4.35205       2301.22       73.8518       73.8518       
2344.51       4.44752       4.44752       2352.41       74.3792       74.3792       
2349.11       4.75027       4.75027       2424.18       82.1292       82.1292       
2364.14       5.3784        5.3784        2322.51       99.8119       99.8119       
2361.19       4.67661       4.67661       2381.7        81.5548       81.5548       
2314.55       4.65207       4.65207       2309.56       78.252        78.252        
2306.34       5.45962       5.45962       2331.21       102.488       102.488       
2318.02       7.50885       7.50885       2339.99       157.433       157.433       
2334.88       4.60207       4.60207       2309.76       78.8498       78.8498       
2370.56       4.53006       4.53006       2386.71       76.4754       76.4754       
2352.78       4.44402       4.44402       2390.55       74.1333       74.1333       
2287.94       4.75593       4.75593       2306.12       79.3868       79.3868       
2297.17       4.73611       4.73611       2285.26       87.2565       87.2565       
