2.16309       649.377       55.0611       -0.22739      33.0378       2.11061       48.9496       4.58013e-05   297.806       -4.04522      52.6259       
2.50889       655.337       55.7862       -2.12182      42.7787       5.21466       47.4267       2.43648e-05   366.413       -5.60171      52.5951       
2.19163       649.888       55.4377       -0.364494     36.2514       2.18032       48.4048       5.30533e-05   441.168       -4.00825      52.8676       
2.51001       656.478       55.7702       -2.12329      42.893        5.21428       47.4579       3.02241e-05   360.514       -5.60032      52.5828       
2.16233       644.226       54.9186       -0.204538     31.355        2.08913       48.9174       5.81956e-05   306.12        -4.0473       52.5012       
2.50848       650.57        55.8237       -2.12115      42.7721       5.21534       47.4209       3.85075e-05   361.958       -5.60226      52.6083       
2.17324       645.735       55.061        -0.256331     33.242        2.11586       48.6778       6.14793e-05   328.819       -4.03314      52.5954       
2.51235       652.547       55.5246       -2.11185      42.5488       5.2028        47.2015       4.36673e-05   345.102       -5.6033       52.3512       
2.10175       645.326       57.2757       -0.138625     29.4374       2.12387       52.0857       5.01901e-05   322.337       -4.08835      55.0119       
2.51151       651.75        55.5773       -2.11004      42.4931       5.20355       47.177        4.44418e-05   337.176       -5.60457      52.3669       
2.10184       644.282       57.2826       -0.137405     30.0433       2.12378       52.0925       3.97164e-05   318.247       -4.08833      55.0083       
2.48776       648.539       57.3935       -2.19265      44.1523       5.29755       48.8011       2.91272e-05   428.65        -5.5927       54.1118       
2.09847       644.042       57.1736       -0.12384      28.4882       2.11723       52.2574       5.17456e-05   294.415       -4.09193      54.9948       
2.48759       647.715       57.3716       -2.19308      44.1298       5.29775       48.8055       3.09113e-05   380.528       -5.59258      54.1157       
2.09896       643.962       57.2206       -0.125872     28.6682       2.11836       52.2083       5.58829e-05   311.299       -4.09151      55.0019       
2.50593       648.721       55.968        -2.12971      42.7861       5.22559       47.4764       4.40152e-05   364.816       -5.60202      52.7188       
2.10279       643.814       57.2972       -0.141594     30.3939       2.12577       52.0785       3.83015e-05   309.932       -4.08703      55.0235       
2.5073        649.4         55.9076       -2.13228      42.8991       5.22527       47.5233       2.5175e-05    342.884       -5.59985      52.704        
2.10098       643.866       57.281        -0.134178     29.5826       2.12235       52.1262       4.09166e-05   296.351       -4.0892       55.0179       
2.50581       649.515       55.9781       -2.12962      42.7916       5.2262        47.4808       2.83286e-05   350.429       -5.60198      52.7274       
2.10121       649.995       57.2835       -0.133905     30.0459       2.12264       52.1289       5.132e-05     300.367       -4.08895      55.0168       
2.50799       655.739       55.8847       -2.13427      42.9645       5.22527       47.5546       3.87224e-05   293.264       -5.59865      52.7007       
2.09786       649.773       57.2155       -0.121488     27.9591       2.11643       52.2492       5.16933e-05   324.242       -4.09272      55.0076       
2.50579       654.458       55.9672       -2.13044      42.771        5.22522       47.4738       3.30541e-05   366.005       -5.60223      52.7173       
2.09866       649.554       57.1921       -0.126235     27.9356       2.11815       52.2468       5.3866e-05    329.815       -4.0915       55.0153       
2.50497       653.534       55.9667       -2.12883      42.6715       5.22578       47.4491       3.97002e-05   391.271       -5.60312      52.7266       
2.09684       649.503       57.1554       -0.117942     27.2096       2.11464       52.3246       4.58333e-05   324.905       -4.09359      55.007        
2.50601       653.524       55.9454       -2.12966      42.7617       5.22531       47.471        3.26794e-05   398.51        -5.60189      52.7118       
2.09815       649.856       57.1745       -0.123456     27.9107       2.11719       52.2859       5.2433e-05    313.955       -4.09199      55.0162       
2.51354       654.592       55.3509       -2.10184      42.2133       5.19385       46.945        4.0734e-05    354.225       -5.60564      52.1453       
2.1008        643.337       57.3179       -0.133639     29.4963       2.12222       52.1169       4.70258e-05   316.573       -4.08945      55.0301       
2.51447       649.306       55.3389       -2.10288      42.3105       5.19365       46.9706       4.0815e-05    334.941       -5.60446      52.1361       
2.10206       643.93        57.2923       -0.139132     30.0924       2.12463       52.123        3.61138e-05   325.095       -4.08767      55.0365       
2.51514       649.767       55.3063       -2.10472      42.3703       5.19379       47.0019       2.83057e-05   352.936       -5.60319      52.1335       
2.09891       643.299       57.2178       -0.126761     28.1244       2.11886       52.2378       5.66965e-05   334.656       -4.09113      55.029        
2.52487       649.088       54.4696       -2.06313      41.5161       5.14689       46.2394       5.52741e-05   289.285       -5.60917      51.3338       
2.10169       653.43        57.2691       -0.138017     29.8041       2.12407       52.1551       4.82212e-05   326.483       -4.08789      55.0421       
2.49459       657.238       56.8359       -2.17963      43.72         5.27786       48.3503       2.93227e-05   411.976       -5.59281      53.6079       
2.10364       652.689       57.3244       -0.146096     30.6778       2.12795       52.0796       5.73729e-05   322.29        -4.08567      55.0546       
2.49413       656.44        56.8627       -2.17871      43.6906       5.2782        48.3367       4.51506e-05   395.611       -5.59349      53.6159       
2.1029        647.747       57.3467       -0.142112     30.7115       2.12634       52.0793       4.16279e-05   296.213       -4.0868       55.0479       
2.49463       652.798       56.8599       -2.17937      43.7379       5.27777       48.3469       2.76778e-05   383.265       -5.59302      53.6075       
2.09821       647.498       57.2148       -0.123603     28.1649       2.11723       52.278        5.42727e-05   322.711       -4.09195      55.0294       
2.5135        652.511       55.3735       -2.11509      42.2637       5.20424       46.9607       4.27677e-05   335.844       -5.60277      52.1656       
2.09767       647.562       57.2206       -0.120074     27.5481       2.1164        52.2713       4.74048e-05   317.291       -4.09264      55.0293       
2.51352       652.456       55.3783       -2.11517      42.2691       5.20409       46.96         3.90285e-05   338.774       -5.60284      52.1644       
2.0989        646.878       57.2011       -0.126545     28.5242       2.11859       52.277        5.31986e-05   331.327       -4.09097      55.0339       
2.51524       651.946       55.3078       -2.11835      42.4177       5.20387       47.0201       5.43669e-05   375.725       -5.60007      52.1483       
2.0732        647.386       58.8938       -0.105718     26.2787       2.13386       54.2386       6.25859e-05   302.057       -4.10176      56.7929       
2.51335       643.16        55.3754       -2.11551      42.274        5.2051        46.9727       5.95458e-05   320.989       -5.60253      52.1782       
