2290.55	5.17403	2315.62	40.983	9.9867	14145.4
2300.37	3.98618	2296.63	26.5791	10.0111	14154.5
2335.96	4.2673	2318.7	29.6954	10.1296	14157.6
2371.54	9.09704	2390.4	83.9847	10.055	14016.7
2351.2	4.52408	2394.02	32.0669	10.0028	14064.8
2306.94	5.42536	2341.39	46.1387	10.0776	14120
2319.59	4.56814	2359.08	33.2487	10.0186	14112.3
2363.05	4.0452	2335.17	26.038	10.1329	14136.1
2362.03	3.98671	2386.07	26.1613	10.4367	14077
2315.09	4.00159	2311.86	23.342	10.0055	14125.2
2365.86	3.93162	2328.32	23.8588	9.9565	14119.1
2345.73	3.97018	2310.34	24.9261	9.9642	14145.3
2362.21	4.12701	2314.94	27.2018	10.1029	14151.8
2348.48	4.2099	2297.42	28.9733	10.0896	14162
2324.85	3.86184	2324.11	23.433	10.1312	14154.1
2333.65	4.08154	2322.97	25.9378	9.9999	14103.6
2362.65	3.98702	2330.65	25.0063	10.0019	14136.5
2350.15	3.90941	2299.1	24.2959	10.1518	14136.8
2326.88	4.59029	2352.1	33.1569	10.019	14118.1
2327.58	4.02051	2296.43	25.5555	10.1039	14159.4
2344.85	6.42829	2357.84	56.0358	10.0154	14064.1
2350.99	4.91369	2433.13	38.2507	10.3566	14014.7
2411.41	4.22433	2354.88	28.4812	10.1217	14107.8
2377.33	4.192	2365.22	28.8613	10.0899	14073
2378.82	5.5447	2302.35	42.5584	9.9962	14152
