2291.77	4.11728	2317.04	26.3648	9.9183	14020.5
2300.59	3.81307	2297.75	23.6327	9.9816	14001.5
2336.39	3.93741	2319.19	23.9806	9.1901	14006
2372.98	4.03011	2390.95	24.6607	10.0748	14107.4
2352.18	4.02588	2395.24	24.5366	9.9385	13989
2307.14	3.89726	2341.6	25.3981	10.1025	13994
2320.02	3.89677	2359.06	23.1946	10.021	14002.6
2364.02	3.94186	2336.44	24.1514	10.082	13992.8
2362.22	3.9805	2386.39	26.146	5.449	13996.9
2315.89	3.94445	2313.82	22.6002	10.0297	14050.3
2365.57	3.87449	2328.18	22.8618	9.9658	14062.1
2346.04	3.88106	2310.51	23.631	9.8404	14026
2362.81	3.99728	2315.4	24.6499	10.0138	14006.4
2348.96	3.86976	2297.87	23.4052	10.0078	14052.2
2325.21	3.8258	2324.37	23.0113	10.0824	14052.8
2333.53	3.84296	2323.15	22.7133	9.9534	14085.1
2362.78	3.88041	2330.69	23.4741	9.9365	14069.5
2350.62	3.8633	2299.11	23.5085	10.0383	14086.3
2327.18	4.16519	2352.67	26.4658	9.9863	14018.9
2327.88	3.85529	2297.31	23.0535	10.0033	14086.8
2344.96	4.09768	2357.66	26.5455	9.9802	14027.5
2351.94	3.95866	2433.31	24.7258	10.0403	14125.9
2412.06	3.93452	2356.34	24.1892	10.0636	14017.1
2377.52	3.90101	2366.28	24.2282	9.9915	14062.1
2379.68	4.85224	2304.47	34.1164	9.9695	14064.5
