2.8472         	861.983        	86.1338        	-7.84842       	45.2011        	7.94517        	46.4341        	-2.94396       	85.3092        	
38.0781        	859.826        	75.8853        	-101.361       	57.879         	183.836        	62.1966        	-120.545       	69.5484        	
2.75683        	861.865        	76.7734        	-7.78292       	45.2268        	8.04762        	46.7767        	-3.02152       	75.2554        	
39.0373        	860.388        	73.0176        	-100.201       	55.8134        	182.611        	60.0189        	-121.446       	67.0298        	
1.96543        	864.472        	67.7262        	-6.9008        	45.231         	8.7675         	48.7523        	-3.83206       	61.9603        	
56.8028        	862.568        	67.6561        	-125.298       	52.3389        	232.702        	56.2586        	-164.206       	62.5786        	
1.66989        	864.995        	68.0948        	-6.59915       	46.6631        	9.37591        	50.6333        	-4.44652       	60.8781        	
56.4239        	863.062        	68.5953        	-126.533       	53.9667        	233.411        	57.6386        	-163.301       	63.7268        	
0.129979       	867.757        	85.2565        	-6.92636       	42.7896        	8.70534        	46.2979        	-1.90848       	54.1236        	
87.6353        	865.951        	69.0484        	-193.582       	54.3622        	364.812        	58.0923        	-258.865       	64.1062        	
0.0524572      	866.12         	96.8223        	-7.10671       	47.8106        	8.62939        	50.295         	-1.57512       	58.2023        	
85.2281        	864            	73.032         	-198.141       	59.3739        	367.842        	62.6265        	-254.929       	68.3639        	
0.308069       	870.15         	70.6244        	-7.09976       	46.7165        	8.5809         	48.6255        	-1.7892        	57.3855        	
88.8975        	868.443        	65.4826        	-196.027       	55.6057        	364.117        	57.9067        	-256.987       	62.1203        	
0.45814        	867.062        	71.7604        	-6.98045       	46.115         	8.76953        	48.8516        	-2.24715       	58.5203        	
88.1936        	865.396        	66.771         	-195.522       	55.005         	364.843        	57.8345        	-257.513       	62.7666        	
1.3412         	867.68         	67.6804        	-6.53807       	49.757         	9.45859        	52.7328        	-4.26205       	60.7593        	
92.5833        	866.402        	67.6687        	-199.516       	57.3526        	361.58         	59.7476        	-254.646       	64.3069        	
0.0562056      	864.784        	92.4427        	-6.07049       	41.9686        	8.25314        	45.1019        	-2.23882       	49.678         	
92.3211        	866.973        	68.089         	-196.849       	54.4955        	361.752        	57.8244        	-257.225       	63.6692        	
0.0281655      	859.413        	105.253        	-6.26696       	46.5027        	8.24627        	49.2092        	-2.00746       	54.79          	
89.8787        	857.167        	72.562         	-200.833       	59.1464        	364.682        	62.2733        	-253.727       	68.1381        	
1.56125        	862.565        	65.2106        	-6.01021       	46.2456        	9.59687        	50.2172        	-5.14798       	57.9984        	
92.4914        	860.745        	66.2342        	-197.145       	54.9248        	361.277        	57.6189        	-256.623       	62.5447        	
4.48905        	866.501        	65.1047        	-15.9641       	48.2817        	27.2443        	51.9225        	-15.7692       	58.5046        	
90.8528        	864.765        	68.8686        	-197.16        	54.8262        	363.092        	58.3134        	-256.784       	64.2537        	
4.58518        	866.738        	62.8413        	-16.0372       	49.1877        	27.1397        	51.9379        	-15.6877       	57.5041        	
92.1886        	865.031        	66.6891        	-197.713       	55.2494        	361.677        	57.9309        	-256.152       	62.9139        	
4.35956        	856.702        	66.5233        	-16.1318       	50.1943        	27.3171        	53.6189        	-15.5448       	60.1399        	
90.1147        	854.94         	69.9832        	-198.52        	56.096         	363.961        	59.4737        	-255.555       	65.4388        	
4.23556        	856.895        	68.1948        	-16.3258       	52.7191        	27.3863        	55.8121        	-15.2962       	62.0707        	
88.8433        	855.483        	72.5811        	-201.304       	59.3838        	365.532        	62.4659        	-253.071       	68.2119        	
4.43058        	860.25         	64.1559        	-16.2588       	51.2423        	27.2532        	53.7675        	-15.425        	59.0823        	
91.0028        	858.953        	68.1034        	-200.192       	57.2645        	363.367        	59.7513        	-254.178       	64.5191        	
4.49303        	860.251        	63.4077        	-16.1725       	49.9922        	27.2309        	52.6572        	-15.5515       	58.1271        	
91.696         	858.918        	66.6965        	-198.906       	55.5374        	362.747        	58.136         	-255.536       	63.003         	
4.53022        	859.559        	62.6758        	-16.1644       	49.792         	27.2071        	52.3647        	-15.5729       	57.6451        	
91.8422        	857.984        	66.4547        	-199.109       	55.7196        	362.654        	58.2258        	-255.387       	62.925         	
4.46708        	858.464        	64.4682        	-16.0391       	48.3637        	27.28          	51.7681        	-15.7082       	58.1847        	
90.9118        	856.489        	67.9634        	-197.795       	54.3637        	363.567        	57.6766        	-256.683       	63.4997        	
4.59567        	868.206        	61.7655        	-16.1194       	49.0086        	27.1646        	51.6323        	-15.6408       	56.8592        	
92.3681        	867.086        	65.4775        	-198.563       	54.9155        	361.958        	57.4462        	-255.762       	62.0611        	
4.40036        	865.745        	64.922         	-16.173        	49.9629        	27.2875        	52.9911        	-15.5156       	59.0561        	
90.4981        	864.262        	68.5676        	-199.024       	55.731         	363.727        	58.7646        	-255.202       	64.3362        	
4.4757         	871.791        	63.7789        	-16.132        	49.2802        	27.2378        	52.2607        	-15.5815       	58.1058        	
91.4084        	870.38         	67.008         	-198.522       	54.9318        	362.809        	57.8245        	-255.694       	63.0474        	
4.49778        	871.22         	63.5404        	-16.0749       	48.6536        	27.226         	51.7252        	-15.649        	57.7227        	
91.5627        	869.618        	66.6621        	-197.859       	54.2574        	362.631        	57.2291        	-256.335       	62.585         	
4.02492        	871.243        	64.6457        	-16.0078       	48.5997        	27.2148        	51.9184        	-15.232        	58.0942        	
90.5772        	869.536        	68.2479        	-198.555       	54.9986        	363.786        	58.2088        	-255.807       	63.8959        	
